Time	Value
0.0	0.0
5.000250012500627e-06	0.0020001000050002505
1.0000500025001253e-05	0.004000200010000501
1.500075003750188e-05	0.006000300015000752
2.0001000050002507e-05	0.008000400020001002
2.5001250062503134e-05	0.010000500025001255
3.000150007500376e-05	0.012000600030001503
3.500175008750439e-05	0.014000700035001756
4.0002000100005014e-05	0.016000800040002004
4.500225011250564e-05	0.018000900045002256
5.000250012500627e-05	0.02000100005000251
5.500275013750689e-05	0.02200110005500276
6.000300015000752e-05	0.024001200060003006
6.500325016250814e-05	0.026001300065003258
7.000350017500878e-05	0.028001400070003513
7.50037501875094e-05	0.030001500075003764
8.000400020001003e-05	0.03200160008000401
8.500425021251065e-05	0.03400170008500426
9.000450022501128e-05	0.03600180009000451
9.500475023751191e-05	0.038001900095004766
0.00010000500025001254	0.04000200010000502
0.00010500525026251316	0.04200210010500526
0.00011000550027501379	0.04400220011000552
0.00011500575028751441	0.04600230011500578
0.00012000600030001503	0.04800240012000601
0.00012500625031251566	0.05000250012500627
0.00013000650032501628	0.052002600130006515
0.00013500675033751693	0.05400270013500678
0.00014000700035001756	0.056002800140007025
0.00014500725036251818	0.05800290014500728
0.0001500075003750188	0.06000300015000753
0.00015500775038751943	0.062003100155007776
0.00016000800040002005	0.06400320016000802
0.00016500825041252068	0.06600330016500827
0.0001700085004250213	0.06800340017000853
0.00017500875043752193	0.07000350017500877
0.00018000900045002255	0.07200360018000902
0.00018500925046252318	0.07400370018500928
0.00019000950047502383	0.07600380019000953
0.00019500975048752445	0.07800390019500979
0.00020001000050002507	0.08000400020001004
0.0002050102505125257	0.08200410020501028
0.00021001050052502632	0.08400420021001052
0.00021501075053752695	0.08600430021501079
0.00022001100055002757	0.08800440022001103
0.0002250112505625282	0.09000450022501127
0.00023001150057502882	0.09200460023001154
0.00023501175058752944	0.09400470023501178
0.00024001200060003007	0.09600480024001203
0.0002450122506125307	0.0980049002450123
0.0002500125006250313	0.10000500025001254
0.00025501275063753194	0.10200510025501278
0.00026001300065003256	0.10400520026001303
0.0002650132506625332	0.10600530026501329
0.00027001350067503387	0.10800540027001355
0.0002750137506875345	0.11000550027501381
0.0002800140007000351	0.11200560028001405
0.00028501425071253574	0.1140057002850143
0.00029001450072503636	0.11600580029001456
0.000295014750737537	0.1180059002950148
0.0003000150007500376	0.12000600030001506
0.00030501525076253824	0.1220061003050153
0.00031001550077503886	0.12400620031001555
0.0003150157507875395	0.1260063003150158
0.0003200160008000401	0.12800640032001603
0.00032501625081254073	0.13000650032501632
0.00033001650082504136	0.13200660033001654
0.000335016750837542	0.1340067003350168
0.0003400170008500426	0.13600680034001705
0.00034501725086254323	0.1380069003450173
0.00035001750087504385	0.14000700035001754
0.0003550177508875445	0.1420071003550178
0.0003600180009000451	0.14400720036001805
0.0003650182509125457	0.1460073003650183
0.00037001850092504635	0.14800740037001855
0.00037501875093754703	0.1500075003750188
0.00038001900095004765	0.15200760038001906
0.0003850192509625483	0.15400770038501932
0.0003900195009750489	0.15600780039001957
0.0003950197509875495	0.15800790039501983
0.00040002000100005015	0.16000800040002008
0.0004050202510125508	0.1620081004050203
0.0004100205010250514	0.16400820041002057
0.000415020751037552	0.16600830041502082
0.00042002100105005265	0.16800840042002105
0.00042502125106255327	0.17000850042502133
0.0004300215010750539	0.17200860043002159
0.0004350217510875545	0.1740087004350218
0.00044002200110005514	0.17600880044002207
0.00044502225111255577	0.17800890044502232
0.0004500225011250564	0.18000900045002255
0.000455022751137557	0.1820091004550228
0.00046002300115005764	0.1840092004600231
0.00046502325116255826	0.18600930046502331
0.0004700235011750589	0.18800940047002357
0.0004750237511875595	0.19000950047502382
0.00048002400120006014	0.19200960048002405
0.0004850242512125608	0.19400970048502433
0.0004900245012250614	0.19600980049002456
0.000495024751237562	0.19800990049502482
0.0005000250012500626	0.20001000050002507
0.0005050252512625633	0.20201010050502533
0.0005100255012750639	0.20401020051002555
0.0005150257512875645	0.2060103005150258
0.0005200260013000651	0.208010400520026
0.0005250262513125658	0.21001050052502637
0.0005300265013250664	0.21201060053002657
0.0005350267513375671	0.21401070053502685
0.0005400270013500677	0.2160108005400271
0.0005450272513625684	0.21801090054502734
0.000550027501375069	0.22001100055002765
0.0005550277513875696	0.22201110055502787
0.0005600280014000702	0.22401120056002816
0.0005650282514125709	0.22601130056502836
0.0005700285014250715	0.2280114005700286
0.0005750287514375721	0.23001150057502884
0.0005800290014500727	0.23201160058002912
0.0005850292514625734	0.23401170058502938
0.000590029501475074	0.2360118005900296
0.0005950297514875746	0.23801190059502986
0.0006000300015000752	0.2400120006000301
0.0006050302515125758	0.24201210060503034
0.0006100305015250765	0.2440122006100306
0.0006150307515375771	0.24601230061503088
0.0006200310015500777	0.2480124006200311
0.0006250312515625783	0.2500125006250314
0.000630031501575079	0.2520126006300316
0.0006350317515875796	0.25401270063503184
0.0006400320016000802	0.25601280064003207
0.0006450322516125808	0.25801290064503235
0.0006500325016250815	0.26001300065003263
0.0006550327516375821	0.26201310065503286
0.0006600330016500827	0.2640132006600331
0.0006650332516625833	0.26601330066503337
0.000670033501675084	0.2680134006700336
0.0006750337516875846	0.2700135006750338
0.0006800340017000852	0.2720136006800341
0.0006850342517125858	0.27401370068503433
0.0006900345017250865	0.2760138006900346
0.0006950347517375871	0.27801390069503484
0.0007000350017500877	0.28001400070003507
0.0007050352517625883	0.28201410070503535
0.000710035501775089	0.2840142007100356
0.0007150357517875896	0.28601430071503586
0.0007200360018000902	0.2880144007200361
0.0007250362518125908	0.2900145007250364
0.0007300365018250915	0.2920146007300366
0.0007350367518375921	0.2940147007350368
0.0007400370018500927	0.2960148007400371
0.0007450372518625933	0.2980149007450374
0.0007500375018750941	0.3000150007500376
0.0007550377518875947	0.3020151007550379
0.0007600380019000953	0.30401520076003813
0.0007650382519125959	0.30601530076503836
0.0007700385019250966	0.30801540077003864
0.0007750387519375972	0.3100155007750389
0.0007800390019500978	0.31201560078003915
0.0007850392519625984	0.3140157007850394
0.000790039501975099	0.31601580079003966
0.0007950397519875997	0.31801590079503994
0.0008000400020001003	0.32001600080004017
0.0008050402520126009	0.3220161008050404
0.0008100405020251015	0.3240162008100406
0.0008150407520376022	0.3260163008150409
0.0008200410020501028	0.32801640082004113
0.0008250412520626034	0.33001650082504136
0.000830041502075104	0.33201660083004164
0.0008350417520876047	0.33401670083504187
0.0008400420021001053	0.3360168008400421
0.0008450422521126059	0.3380169008450424
0.0008500425021251065	0.34001700085004266
0.0008550427521376072	0.34201710085504294
0.0008600430021501078	0.34401720086004317
0.0008650432521626084	0.3460173008650434
0.000870043502175109	0.3480174008700436
0.0008750437521876097	0.35001750087504385
0.0008800440022001103	0.35201760088004413
0.0008850442522126109	0.35401770088504436
0.0008900445022251115	0.35601780089004464
0.0008950447522376122	0.3580179008950449
0.0009000450022501128	0.3600180009000451
0.0009050452522626134	0.3620181009050454
0.000910045502275114	0.3640182009100456
0.0009150457522876147	0.366018300915046
0.0009200460023001153	0.3680184009200462
0.0009250462523126159	0.37001850092504646
0.0009300465023251165	0.37201860093004663
0.0009350467523376172	0.3740187009350469
0.0009400470023501178	0.37601880094004714
0.0009450472523626184	0.37801890094504736
0.000950047502375119	0.38001900095004754
0.0009550477523876196	0.3820191009550479
0.0009600480024001203	0.3840192009600481
0.000965048252412621	0.3860193009650484
0.0009700485024251216	0.3880194009700486
0.0009750487524376223	0.39001950097504895
0.0009800490024501228	0.3920196009800492
0.0009850492524626235	0.3940197009850494
0.000990049502475124	0.39601980099004963
0.0009950497524876247	0.3980199009950499
0.0010000500025001253	0.40002000100005014
0.001005050252512626	0.4020201010050505
0.0010100505025251265	0.40402020101005065
0.0010150507525376272	0.40602030101505093
0.0010200510025501278	0.4080204010200511
0.0010250512525626285	0.41002050102505144
0.001030051502575129	0.4120206010300516
0.0010350517525876297	0.41402070103505195
0.0010400520026001303	0.4160208010400521
0.001045052252612631	0.41802090104505246
0.0010500525026251315	0.42002100105005263
0.0010550527526376322	0.4220211010550529
0.0010600530026501328	0.42402120106005314
0.0010650532526626335	0.42602130106505337
0.0010700535026751342	0.4280214010700537
0.0010750537526876347	0.43002150107505405
0.0010800540027001355	0.4320216010800542
0.001085054252712636	0.4340217010850545
0.0010900545027251367	0.4360218010900547
0.0010950547527376372	0.43802190109505496
0.001100055002750138	0.4400220011000552
0.0011050552527626385	0.4420221011050554
0.0011100555027751392	0.44402220111005575
0.0011150557527876397	0.44602230111505586
0.0011200560028001405	0.4480224011200562
0.001125056252812641	0.4500225011250564
0.0011300565028251417	0.4520226011300567
0.0011350567528376422	0.45402270113505694
0.001140057002850143	0.4560228011400573
0.0011450572528626435	0.45802290114505745
0.0011500575028751442	0.4600230011500577
0.0011550577528876447	0.46202310115505796
0.0011600580029001455	0.46402320116005824
0.001165058252912646	0.4660233011650584
0.0011700585029251467	0.46802340117005875
0.0011750587529376472	0.4700235011750589
0.001180059002950148	0.47202360118005915
0.0011850592529626485	0.4740237011850594
0.0011900595029751492	0.4760238011900597
0.0011950597529876497	0.4780239011950599
0.0012000600030001504	0.4800240012000603
0.001205060253012651	0.4820241012050605
0.0012100605030251517	0.4840242012100607
0.0012150607530376522	0.48602430121506096
0.001220061003050153	0.4880244012200612
